Catentry ID,Reco1,Reco2,Reco3,Reco4,Reco5,Reco6,Reco7,Reco8
3186789,3186855,50211295,3186659,3229232,3187149,3186877,3186909,3187155
3186791,3186681,3186659,3229232,3202183,3187149,3202187,3186877,3186909
3186793,3186683,3186879,3227748,3187133,50211281,50214493,50208669,50293185
3186815,3186829,3399100,3399256,4332456,,,,
3186825,50337124,50211289,3186429,3626694,3186431,3626816,3187161,3187169
3186827,3186723,3186739,3186659,3229232,3187149,3186681,3186877,3186909
3186829,3186815,3186567,3222463,3626690,3187129,3187131,,
3186833,3626762,4740776,4740748,3220711,3187143,3187137,50057789,4764999
3186843,3186679,50165325,3378976,3397106,3186881,3187159,50209827,50208465
3186845,3186681,3186659,3229232,3202183,3187149,3202187,3186877,3186909
3186847,3186679,50165325,3378976,3397106,3186881,3187159,50209827,50208465
3186849,3186679,50165325,3378976,3397106,3186881,3187159,50209827,50208465
3186853,3186681,3186659,3229232,3202183,3187149,3202187,3186877,3186909
3186855,3186789,50337136,50211295,3186659,3229232,3187149,3186877,3186909
3186857,3186679,50165325,3378976,3397106,3186881,3187159,50209827,50208465
3186859,3186679,50165325,3378976,3397106,3186881,3187159,50209827,50208465
3186861,3205117,50214467,3186659,3229232,3187149,3186877,3186909,3187155
3186877,3186659,3229232,3202183,3187149,3186681,3202187,3186909,3187155
3186879,3186683,3227748,3187133,50211281,50214493,50208669,50293185,3139539
3186881,3378976,3397106,3186763,3187159,50209827,50208465,50214473,50208489
3186889,3186723,3186739,50214459,3186659,3229232,3187149,3186877,3186909
3186891,3186725,3186741,3186567,3222463,3626690,3187129,3187131,
3186907,3378972,3222421,3186985,3227738,3626732,4761311,50094918,4765043
3186909,3186659,3229232,3202183,3187149,3186681,3202187,3186877,3187155
3186919,3626702,3378972,3222421,3186985,3227738,3186907,4761311,4765043
3186921,3626710,3186659,3229232,3187149,3186681,3186877,3186909,3187155
3186923,3626712,3399100,3399256,4332456,,,,
3186971,3186429,3186431,3187161,3187167,3187169,3187159,3222421,3626816
3186981,3626604,3626646,3225326,3626816,3187161,3186825,3187169,3187167
3186985,3225326,3626604,3626646,3227738,3626732,3186907,4761311,50094918
3187025,3187027,50208491,50208487,3626816,3187161,3186825,3187169,3187167
3187027,3187025,50208491,50208487,3626816,3187161,3186825,3187169,3187167
3187127,50222141,50222145,50208611,50214359,3186625,3225178,3227744,3222459
3187129,3187131,3225164,3225353,3187133,3227762,3222327,50208633,3186829
3187131,3187129,3225164,3225353,3187133,3227762,3222327,50208633,3186829
3187133,3227762,50208633,3187129,3187131,3222327,3225353,3186683,3186879
3187135,3186549,3186637,3187141,3187147,3187139,3187153,3227772,3227790
3187137,3186551,3186643,3187143,3222409,3186693,3187149,3187155,3222309
3187139,3187145,3187151,3187157,3186549,3186637,3187135,3227772,3227790
3187141,3186549,3186637,3187135,3187147,3187145,3187153,3227772,3227790
3187143,3186551,3186643,3187137,3222409,3186693,3187149,3187155,3222309
3187145,3187139,3187151,3187157,3186549,3186637,3187141,3227772,3227790
3187147,3186549,3186637,3187135,3187141,3187151,3187153,3227772,3227790
3187149,3186639,3186693,3187155,3222309,3186551,3187137,3187143,3222409
3187151,3187139,3187145,3187157,3186549,3186637,3187147,3227772,3227790
3187153,3186549,3186637,3187135,3187141,3187147,3187157,3227772,3227790
3187155,3186639,3186693,3187149,3222309,3186551,3187137,3187143,3222409
3187157,3187139,3187145,3187151,3186549,3186637,3187153,3227772,3227790
3187159,50208493,3186431,3187161,3187167,3187169,3222421,3397106,3186763
3187161,3186429,3186431,3187167,3187169,3187159,3222421,3626816,3186825
3187167,3186429,3186431,3187161,3187169,3187159,3222421,3626816,3186825
3187169,3186429,3186431,3187161,3187167,3187159,3222421,3626816,3186825
3187171,3187173,3187175,50079954,3187177,50208489,3626694,3186431,3626816
3187173,3187171,3187175,50079954,3187177,50208489,3626694,3186431,3626816
3187175,3187171,3187173,50079952,50079954,3187177,50208489,3626694,3186431
3187177,50214477,50208489,50208503,3187171,3187173,50079954,3378976,3397106
3187179,3186305,3572550,3373666,3358106,3197361,50337032,4399157,50337054
3187181,3186307,4761233,3689844,50092038,3032786,3111427,4737836,4682185
3187183,3186307,4761233,3689844,50092038,3032786,3111427,4737836,4682185
3189519,3373968,3373976,3202617,3202633,3202641,3202649,3185579,3139385
3190125,3120351,3148859,3148929,3148945,3148959,3202731,3139401,4285485
3190127,3199541,4285485,1239027,4717261,3147773,1238855,3147779,1013857
3192215,3373956,3373972,3204033,3202627,3202635,3202643,3185573,3139379
3195527,3620806,,,,,,,
3195529,3620808,,,,,,,
3195531,3620806,,,,,,,
3195533,3620808,,,,,,,
3195535,3620808,,,,,,,
3195537,3620808,,,,,,,
3195539,3620808,,,,,,,
3196253,3065047,3622032,3473561,1224139,4740770,3082445,3672708,3672704
3196255,50065823,,,,,,,
3196259,3196261,50170867,50162641,3672716,999955186,4668607,,
3196261,3196259,50170867,50162641,3672716,999955186,4668607,,
3196263,3065047,3622032,3196253,1224139,4740770,3082445,3672708,3672704
3196265,3196269,3172579,3186661,3276779,,,,
3196267,3196273,50022538,3418852,999942474,50276735,,,
3196269,3196265,3172579,3186661,3276779,,,,
3196271,3057427,50219397,,,,,,
3196273,3196267,50022538,3418852,999942474,50276735,,,
3196275,3196259,50170867,50162641,3672716,999955186,4668607,,
3197241,3148517,1097617,1097619,1097621,3373804,3228408,3228410,3228450
3197361,3418852,999942474,50276735,,,,,
3197563,3418852,999942474,50276735,,,,,
3197855,3176497,3090717,3090713,3084587,3084591,,,
3199541,3190127,4285485,1239027,4717261,3147773,1238855,3147779,1013857
3199873,4764610,4764616,4686769,4764492,3518214,4717259,3163891,3163893
3200603,3172313,3163891,3163893,3163887,3163895,3374120,3168059,3353606
3200917,3373732,3358106,3162251,3433976,50197683,3186659,,
3201059,3203799,50221145,3587038,3587702,3586950,3588392,999909311,3200917
3201067,3148857,3202611,3139975,3612532,50091176,3148485,3148477,3374050
3201073,3202673,3202685,4285485,1239027,3518038,999946334,4717261,1238855
3201751,3169789,3373666,3418852,999942474,50276735,,,
3202183,3202185,3202187,3186659,3229232,3187149,3186681,3186877,3186909
3202185,3202183,3202187,3186659,3229232,3187149,3186681,3186877,3186909
3202187,3202183,3186659,3229232,3187149,3186681,3186877,3186909,3187155
3202195,3626606,3626648,3225348,3626762,3187143,3187137,50057789,4764999
3202199,3626606,3626648,3225348,3626762,3187143,3187137,50057789,4764999
3202201,3626606,3626648,3225348,4756559,4084142,3598590,4764622,4764636
3202205,3202207,3626644,3225337,4756559,4084142,3598590,4764622,4764636
3202207,3202205,3626644,3225337,4756559,4084142,3598590,4764622,4764636
3202209,3626652,3225324,3220711,3626762,3187143,3187137,50057789,4764999
3202353,1240351,4774575,4740746,50106228,50106224,50106232,4227813,4351889
3202471,50011636,4776435,4740822,4736841,3438086,999899751,3143577,50090384
3202475,1224075,1224045,,,,,,
3202503,4712967,3163903,3148503,3027067,3142135,1164665,3202541,3148863
3202505,3517998,3183055,4712963,3148485,3148453,3148477,3353606,3374050
3202537,3148855,3202609,3676006,3139897,3612530,50091026,4285485,4717261
3202541,3518024,4712967,3163903,3148503,3027067,3142135,1164665,3148863
3202543,1239031,3138293,3137175,3374112,3764661,3148485,3148453,3148477
3202595,1239031,3202543,3138293,3137175,3374112,3764661,3148485,3148453
3202597,1239027,3502132,3124839,1270603,3138355,4285485,3147773,3147779
3202609,3202537,3148855,3676006,3139897,3612530,50091026,4285485,4717261
3202611,3201067,3148857,3139975,3612532,50091176,3148485,3148477,3374050
3202615,3373974,3202623,3202647,3202631,3202639,3185577,3139383,50090916
3202617,3373968,3373976,3202625,3202633,3202641,3202649,3185579,3139385
3202619,3373956,3373972,3204033,3202627,3202635,3202643,3185573,3139379
3202623,3373974,3202615,3202647,3202631,3202639,3185577,3139383,50090916
3202625,3373968,3373976,3202617,3202633,3202641,3202649,3185579,3139385
3202627,3373956,3373972,3204033,3202635,3202643,3185573,3139379,4285485
3202631,3373964,3202639,3185577,3139383,3202615,3202647,4558010,3163903
3202633,3373968,3373976,3202617,3202641,3202649,3185579,3139385,3764661
3202635,3373956,3373972,3204033,3202627,3202643,3185573,3139379,4285485
3202639,3373964,3202631,3185577,3139383,3202615,3202647,50091036,3163903
3202641,3373968,3373976,3202617,3202633,3202649,3185579,3139385,3764661
3202643,3373956,3373972,3204033,3202627,3202635,3185573,3139379,4285485
3202647,3373974,3202615,3202631,3202639,3185577,3139383,50090916,50091072
3202649,3373968,3373976,3202617,3202633,3202641,3185579,3139385,3764661
3202657,3202661,3172577,3202665,3202669,50061971,50056993,50057003,3764661
3202661,3202657,3172577,3202665,3202669,50061971,50056993,50057003,3764661
3202665,3202657,3172577,3202669,50061971,50056993,50057003,3764661,3374050
3202669,3202657,3172577,3202665,50061971,50056993,50057003,3764661,3374050
3202671,3202675,3202679,3202683,3202687,4712971,4712963,3764661,3353606
3202673,3201073,3202685,4285485,1239027,3518038,999946334,4717261,1238855
3202675,3202671,3202679,3202683,3202687,4712971,4712963,3764661,3353606
3202679,3202671,3202683,3202687,4712971,4712963,3764661,3353606,3374050
3202683,3202671,3202679,3202687,4712971,4712963,3764661,3353606,3374050
3202685,3201073,4285485,1239027,3518038,999946334,4717261,1238855,1013857
3202687,3202671,3202679,3202683,4712971,4712963,3764661,3353606,3374050
3202723,1239027,3502132,3124839,1270603,3138355,4285485,3147773,3147779
3202725,1239027,3502132,3124839,1270603,3138355,4285485,3147773,3147779
3202731,3120351,3148859,3148929,3148945,3190125,3148959,3139939,3139401
3202735,3120355,3148863,3148933,3148949,3148955,3139943,3139405,3148963
3202737,3120359,3148865,3148935,3148951,3148957,3148965,3139945,3139407
3202747,3139899,4712971,3764661,3148485,3148453,3148477,3353606,3374050
3202777,1239027,3502132,3124839,1270603,3138355,4285485,3147773,3147779
3203799,3518086,50221145,3587038,3587702,3586950,3588392,999909311,3200917
3204033,3373956,3373972,3202619,3202627,3202635,3202643,3185573,3139379
3205117,3186861,50214467,3186659,3229232,3187149,3186877,3186909,3187155
3220679,3186307,4761233,3689844,50092038,3032786,3111427,4737836,4682185
3220681,3186307,4761233,3689844,50092038,3032786,3111427,4737836,4682185
3220683,3186307,4761233,3689844,50092038,3032786,3111427,4737836,4682185
3220707,3222315,3186607,3229232,3225281,50214489,50293187,50222139,50222143
3220709,3227760,3222329,50214497,50293181,50208667,50208609,3225160,3225351
3220711,3186547,3222333,3222425,3626762,3187143,3187137,50057789,4764999
3220713,3186629,3225072,3222423,3626816,3187161,3186825,3187169,3187167
3220715,3186559,3186647,3225315,4756559,4084142,3598590,4764622,4764636
3220717,3186563,3186657,3626694,3626816,3187161,3186825,3187169,3187167
3220719,3186563,3186657,3626694,3626816,3187161,3186825,3187169,3187167
3220721,3186563,3186657,3626694,3626816,3187161,3186825,3187169,3187167
3220723,3186625,3225178,3187127,3227744,3222459,50222141,50222145,50208611
3220725,3626690,3225188,3227748,3222463,50214493,50208671,50208669,50293185
3220727,3186595,3186627,3225364,3227746,50293179,50214487,50208673,50208639
3220731,3564970,3186673,3222481,3626816,3187161,3186825,3187169,3187167
3220733,3564970,3186673,3222481,3626816,3187161,3186825,3187169,3187167
3220735,3227772,3220737,3186549,3186637,3187135,3187141,3187147,3187153
3220737,3227772,3220735,3186549,3186637,3187135,3187141,3187147,3187153
3220739,3220741,4764176,3227756,3227774,50208679,50208637,50214361,50293175
3220741,3220739,4764176,3227756,3227774,50208679,50208637,50214361,50293175
3220743,3227744,3222459,3186625,3187127,3225178,50222141,50222145,50208611
3220747,3187129,3187131,3225164,3225353,3187133,3227762,3222327,50208633
3220761,3186985,3225326,3626646,3227738,3626732,3186907,4761311,50094918
3220763,3227726,3225252,3225355,3227758,50214497,50293181,50208667,50208641
3220765,3187129,3187131,3225164,3225353,3187133,3227762,3222327,50208633
3220767,3227726,3225252,3225355,3227758,50214497,50293181,50208667,50208641
3220769,3227756,3222381,3222453,3225156,50208679,50208637,50214361,50293175
3221659,3227590,3227594,3479535,3227596,3479537,3228416,3479539,3197241
3221661,3228424,3479559,3228428,3479561,3227634,3227636,4744047,4740814
3221663,3221661,3479559,3228428,3479561,3227634,3227636,4744047,4740814
3222079,3186307,4761233,3689844,50092038,3032786,3111427,4737836,4682185
3222081,3186307,4761233,3689844,50092038,3032786,3111427,4737836,4682185
3222167,3186307,4761233,3689844,50092038,3032786,3111427,4737836,4682185
3222175,3186307,4761233,3689844,50092038,3032786,3111427,4737836,4682185
3222177,3186307,4761233,3689844,50092038,3032786,3111427,4737836,4682185
3222179,3186307,4761233,3689844,50092038,3032786,3111427,4737836,4682185
3222181,3186307,4761233,3689844,50092038,3032786,3111427,4737836,4682185
3222309,3186639,3186693,3187149,3187155,3186551,3187137,3187143,3222409
3222313,3186515,3186623,3227738,3222401,50208645,50214491,50208665,50293177
3222315,3220707,3186607,3229232,3225281,50214489,50293187,50222139,50222143
3222317,3186515,3186623,3227738,3222401,50208645,50214491,50208665,50293177
3222319,3186515,3186623,3227738,3222401,50208645,50214491,50208665,50293177
3222321,3222315,3186607,3229232,3225281,50214489,50293187,50222139,50222143
3222323,3186515,3186623,3227738,3222401,50208645,50214491,50208665,50293177
3222325,3222315,3186607,3229232,3225281,50214489,50293187,50222139,50222143
3222327,3227782,3187129,3187131,3187133,3227762,3225353,50208633,3054847
3222329,3227760,3220709,50214497,50293181,50208667,50208609,3225160,3225351
3222331,3186629,3225072,3222423,3626816,3187161,3186825,3187169,3187167
3222333,3186547,3220711,3222425,3626762,3187143,3187137,50057789,4764999
3222335,3186629,3225072,3222423,3626816,3187161,3186825,3187169,3187167
3222337,3186631,3186547,3222425,4756559,4084142,3598590,4764622,4764636
3222339,3186629,3225072,3222423,3626816,3187161,3186825,3187169,3187167
3222341,3186631,3186547,3222425,4756559,4084142,3598590,4764622,4764636
3222343,3186549,3186637,3187135,3187141,3187147,3187153,3227772,3227790
3222345,3227724,3227784,3227790,3187135,3187141,3187147,3187153,3227772
3222347,3186549,3186637,3187135,3187141,3187147,3187153,3227772,3227790
3222349,3186551,3186643,3187137,3187143,3222409,3186693,3187149,3187155
3222351,3186549,3186637,3187135,3187141,3187147,3187153,3227772,3227790
3222353,3225249,3186551,3186693,3187137,3187143,3187149,3187155,3222309
3222355,3186549,3186637,3187135,3187141,3187147,3187153,3227772,3227790
3222357,3225249,3186551,3186693,3187137,3187143,3187149,3187155,3222309
3222359,3186557,3186645,3222427,3626816,3187161,3186825,3187169,3187167
3222361,3186557,3186645,3222427,3626816,3187161,3186825,3187169,3187167
3222363,3186565,3222369,4740776,3626762,3187143,3187137,50057789,4764999
3222365,3222371,3186567,,,,,,
3222367,3186563,3186657,3626694,3626816,3187161,3186825,3187169,3187167
3222369,3186565,3222363,4740776,3626762,3187143,3187137,50057789,4764999
3222371,3222365,3186567,,,,,,
3222373,3222377,3186565,3225401,4756559,4084142,3598590,4764622,4764636
3222375,3186661,3186567,3029656,3054847,3367068,3227570,3227544,3479421
3222377,3222373,3186565,3225401,4756559,4084142,3598590,4764622,4764636
3222379,3186661,3186567,3029656,3054847,3367068,3227570,3227544,3479421
3222381,3227756,3222453,3225156,3227774,50208679,50208637,50214361,50293175
3222383,3222327,3187129,3187131,3187133,3227762,3225353,50208633,3054847
3222385,3227746,3222461,50293183,50214495,50208643,50208663,3186595,3626688
3222387,3186625,3225178,3187127,3227744,3222459,50222141,50222145,50208611
3222389,3186595,3626688,3227746,3225364,50293179,50214487,50208673,50208639
3222393,3225401,3186601,3186675,4756559,4084142,3598590,4764622,4764636
3222395,3626636,3222443,50214339,3227738,3626732,3186907,4761311,50094918
3222401,3225034,3227738,3225283,3186623,50208645,50214491,50208665,50293177
3222403,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3222405,3222407,3564970,3186673,3227738,3626732,3186907,4761311,50094918
3222407,3222405,3564970,3186673,3227738,3626732,3186907,4761311,50094918
3222409,3186551,3186643,3187137,3187143,3225304,3186693,3187149,3187155
3222411,3186551,3186643,3187137,3187143,3222409,3186693,3187149,3187155
3222413,3227772,3220735,3186549,3186637,3187135,3187141,3187147,3187153
3222415,3186551,3186643,3187137,3187143,3222409,3186693,3187149,3187155
3222417,3186551,3186643,3187137,3187143,3222409,3186693,3187149,3187155
3222421,3225311,3186429,3186431,3187159,3187161,3187167,3187169,3227738
3222423,3378972,3225410,3186629,3227738,3626732,3186907,4761311,50094918
3222425,3186547,3220711,3225408,3626762,3187143,3187137,50057789,4764999
3222427,3225319,3186557,3186645,3227738,3626732,3186907,4761311,50094918
3222429,3222491,3186557,3186645,50079956,,,,
3222437,3225331,3225044,50209887,50064635,3227738,3186907,4761311,50094918
3222439,3222421,3186429,3186431,3187159,3187161,3187167,3187169,3227738
3222441,3222421,3186429,3186431,3187159,3187161,3187167,3187169,3227738
3222443,3626636,3222395,50214339,3227738,3626732,3186907,4761311,50094918
3222447,4740748,3220711,3626762,3187143,3187137,50057789,4764999,4717259
3222449,3225160,3222451,3227758,3227776,50214497,50293181,50208667,50208641
3222451,3225160,3222449,3227758,3227776,50214497,50293181,50208667,50208641
3222453,3227756,3222381,3220769,3225156,50208679,50208637,50214361,50293175
3222455,3227758,3227776,3225351,50214483,50208641,50293173,50208635,3225156
3222457,3227726,3225252,3225355,3227756,50208679,50208637,50214361,50293175
3222459,3227744,3220743,3186625,3187127,3225178,50222141,50222145,50208611
3222461,3227746,3222385,3227810,50293183,50214495,50208643,50208663,3225178
3222463,3626690,3225188,3227804,3227748,50214493,50208671,50208669,50293185
3222475,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3222477,3227744,3222459,3186625,3187127,3225178,50222141,50222145,50208611
3222481,3564970,3186673,3222405,3626816,3187161,3186825,3187169,3187167
3222483,3186551,3186643,3187137,3187143,3222409,3186693,3187149,3187155
3222485,3186551,3186643,3187137,3187143,3222409,3186693,3187149,3187155
3222487,3227724,3222345,3227790,3187135,3187141,3187147,3187153,3227772
3222489,3186547,3220711,3222425,3626762,3187143,3187137,50057789,4764999
3222491,3222429,3186557,3186645,50079956,,,,
3222493,3186559,3186653,3225315,3626762,3187143,3187137,50057789,4764999
3222495,3225322,3626650,3186985,3227738,3626732,3186907,4761311,50094918
3222497,3222437,3225044,50209887,50064635,3227738,3186907,4761311,50094918
3222499,3222421,3186429,3186431,3187159,3187161,3187167,3187169,3227738
3222501,3626644,3225337,3202205,3626762,3187143,3187137,50057789,4764999
3222509,3225160,3222449,3227758,3227776,50214497,50293181,50208667,50208641
3222511,3187129,3187131,3225164,3225353,3187133,3227762,3222327,50208633
3222513,3227726,3225252,3225355,3227758,50214497,50293181,50208667,50208641
3222515,3227726,3225252,3225355,3227758,50214497,50293181,50208667,50208641
3222517,3225160,3222449,3227758,3227776,50214497,50293181,50208667,50208641
3222519,3187129,3187131,3225164,3225353,3187133,3227762,3222327,50208633
3222521,3227756,3222381,3222453,3225156,50208679,50208637,50214361,50293175
3222531,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225034,3227738,3222401,3186515,3186623,50208645,50214491,50208665,50293177
3225036,3186607,3229232,3222315,3225281,50214489,50293187,50222139,50222143
3225042,3186429,3186431,3187161,3187167,3187169,3187159,3222421,3626816
3225044,3225154,3222437,50209887,50064635,3626816,3187161,3186825,3187169
3225058,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225062,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225064,3186515,3186623,3227738,3222401,50208645,50214491,50208665,50293177
3225066,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225068,3186515,3186623,3227738,3222401,50208645,50214491,50208665,50293177
3225070,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225072,3186629,3225074,3222423,3626816,3187161,3186825,3187169,3187167
3225074,3186629,3225072,3222423,3626816,3187161,3186825,3187169,3187167
3225076,3186629,3225072,3222423,3626816,3187161,3186825,3187169,3187167
3225078,3186547,3220711,3222425,3626762,3187143,3187137,50057789,4764999
3225080,3186547,3220711,3222425,3626762,3187143,3187137,50057789,4764999
3225082,3186547,3220711,3222425,3626762,3187143,3187137,50057789,4764999
3225084,3186629,3225072,3222423,3626816,3187161,3186825,3187169,3187167
3225086,3186629,3225072,3222423,3626816,3187161,3186825,3187169,3187167
3225088,3186629,3225072,3222423,3626816,3187161,3186825,3187169,3187167
3225090,3186547,3220711,3222425,3626762,3187143,3187137,50057789,4764999
3225092,3186547,3220711,3222425,3626762,3187143,3187137,50057789,4764999
3225110,3186549,3186637,3187135,3187141,3187147,3187153,3227772,3227790
3225112,3186551,3186643,3187137,3187143,3222409,3186693,3187149,3187155
3225114,3186549,3186637,3187135,3187141,3187147,3187153,3227772,3227790
3225116,3186551,3186643,3187137,3187143,3222409,3186693,3187149,3187155
3225118,3186557,3186645,3222427,3626816,3187161,3186825,3187169,3187167
3225120,3186559,3186653,3225315,3626762,3187143,3187137,50057789,4764999
3225122,3186563,3186657,3626694,3626816,3187161,3186825,3187169,3187167
3225124,3186565,3222363,4740776,3626762,3187143,3187137,50057789,4764999
3225126,3186567,3186661,3222463,3186829,3187129,3187131,50214469,3475575
3225128,3186563,3186657,3626694,3626816,3187161,3186825,3187169,3187167
3225130,3186565,3222363,4740776,3626762,3187143,3187137,50057789,4764999
3225132,3186567,3186661,3222463,3186829,3187129,3187131,50214469,3475575
3225134,3186563,3186657,3626694,3626816,3187161,3186825,3187169,3187167
3225136,3186565,3222363,4740776,3626762,3187143,3187137,50057789,4764999
3225138,3186567,3186661,3222463,3186829,3187129,3187131,50214469,3475575
3225140,3186563,3186657,3626694,3626816,3187161,3186825,3187169,3187167
3225142,3186565,3222363,4740776,3626762,3187143,3187137,50057789,4764999
3225144,3186567,3186661,3222463,3186829,3187129,3187131,50214469,3475575
3225146,3186515,3186623,3227738,3222401,50208645,50214491,50208665,50293177
3225148,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225150,3186515,3186623,3227738,3222401,50208645,50214491,50208665,50293177
3225152,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225154,3225044,3222437,50209887,50064635,3626816,3187161,3186825,3187169
3225156,3225158,3227774,3227756,3220739,50208679,50208637,50214361,50293175
3225158,3225156,3227774,3227756,3220739,50208679,50208637,50214361,50293175
3225160,3225162,3222449,3227758,3227776,50214497,50293181,50208667,50208641
3225162,3225160,3222449,3227758,3227776,50214497,50293181,50208667,50208641
3225164,3187129,3187131,3225176,3225353,3626690,3186829,50214469,3475575
3225166,3225156,3227774,3227756,3220739,50208679,50208637,50214361,50293175
3225168,3225156,3227774,3227756,3220739,50208679,50208637,50214361,50293175
3225170,3227726,3225252,3225355,3227758,50214497,50293181,50208667,50208641
3225172,3225160,3222449,3227758,3227776,50214497,50293181,50208667,50208641
3225174,3225160,3222449,3227758,3227776,50214497,50293181,50208667,50208641
3225176,3187129,3187131,3225164,3225353,3626690,3186829,50214469,3475575
3225178,3186625,3225180,3187127,3227744,3222459,50222141,50222145,50208611
3225180,3186625,3225178,3187127,3227744,3222459,50222141,50222145,50208611
3225182,3626688,3225194,3227746,3225364,50293179,50214487,50208673,50208639
3225184,3186595,3186627,3225364,3227746,50293179,50214487,50208673,50208639
3225186,3186595,3186627,3225364,3227746,50293179,50214487,50208673,50208639
3225188,3626690,3225200,3222463,3227748,50214493,50208671,50208669,50293185
3225190,3186625,3225178,3187127,3227744,3222459,50222141,50222145,50208611
3225192,3186625,3225178,3187127,3227744,3222459,50222141,50222145,50208611
3225194,3626688,3225182,3187127,3227744,3222459,50222141,50222145,50208611
3225196,3186595,3186627,3225364,3227746,50293179,50214487,50208673,50208639
3225198,3186595,3186627,3225364,3227746,50293179,50214487,50208673,50208639
3225200,3626690,3225188,3222463,3227748,50214493,50208671,50208669,50293185
3225210,3564970,3186673,3222481,3626816,3187161,3186825,3187169,3187167
3225212,3186601,3186675,3225297,3626762,3187143,3187137,50057789,4764999
3225216,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225220,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225224,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225226,3186515,3186623,3227738,3222401,50208645,50214491,50208665,50293177
3225228,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225230,3186515,3186623,3227738,3222401,50208645,50214491,50208665,50293177
3225232,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225234,3186515,3186623,3227738,3222401,50208645,50214491,50208665,50293177
3225236,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225249,3222353,3186551,3186693,3187137,3187143,3187149,3187155,3222309
3225252,3227726,3225355,3227758,3227776,50214497,50293181,50208667,50208641
3225257,3227760,3220709,50214497,50293181,50208667,50208609,3225160,3225351
3225281,3186607,3222403,3229232,3222315,50214489,50293187,50222139,50222143
3225283,3225034,3227738,3222401,3186623,50208645,50214491,50208665,50293177
3225294,3378972,3186985,3227738,3626732,3186907,4761311,50094918,4765043
3225297,3186601,3186675,3225301,3626762,3187143,3187137,50057789,4764999
3225299,3222405,3564970,3186673,3227738,3626732,3186907,4761311,50094918
3225301,3186601,3186675,3225297,3626762,3187143,3187137,50057789,4764999
3225304,3186551,3186643,3187137,3187143,3222409,3186693,3187149,3187155
3225306,3186551,3186643,3187137,3187143,3222409,3186693,3187149,3187155
3225308,3227772,3220735,3186549,3186637,3187135,3187141,3187147,3187153
3225311,3222421,3186429,3186431,3187159,3187161,3187167,3187169,3227738
3225315,3186559,3186653,3225317,3626762,3187143,3187137,50057789,4764999
3225317,3186559,3186653,3225315,3626762,3187143,3187137,50057789,4764999
3225319,3222427,3186557,3186645,3227738,3626732,3186907,4761311,50094918
3225322,3222495,3626650,3186985,3227738,3626732,3186907,4761311,50094918
3225324,3626652,3220711,3626762,3187143,3187137,50057789,4764999,4717259
3225326,3186985,3225346,3626646,3227738,3626732,3186907,4761311,50094918
3225331,3222437,3225044,50209887,50064635,3227738,3186907,4761311,50094918
3225337,3626644,3222501,3202205,3626762,3187143,3187137,50057789,4764999
3225341,3186607,3225281,3229232,3222315,50214489,50293187,50222139,50222143
3225346,3186985,3225326,3626646,3227738,3626732,3186907,4761311,50094918
3225348,3626606,3626648,3225422,3626762,3187143,3187137,50057789,4764999
3225351,3227758,3227776,3222455,50214483,50208641,50293173,50208635,3225160
3225353,3187129,3187131,3225164,3225357,3187133,3227762,3222327,50208633
3225355,3227726,3225252,3222457,3227758,50214497,50293181,50208667,50208641
3225357,3187129,3187131,3225164,3225353,3187133,3227762,3222327,50208633
3225362,3187129,3187131,3225164,3225353,3187133,3227762,3222327,50208633
3225364,3186595,3186627,3225393,3227746,50293179,50214487,50208673,50208639
3225380,3227758,3227776,3225351,50214483,50208641,50293173,50208635,3225156
3225383,3187129,3187131,3225164,3225353,3227758,3227776,50208667,50208641
3225387,3225160,3222449,3227758,3227776,50214497,50293181,50208667,50208641
3225393,3186595,3186627,3225364,3227746,50293179,50214487,50208673,50208639
3225395,3626690,3225188,3222463,3227748,50214493,50208671,50208669,50293185
3225401,3222393,3186601,3225297,4756559,4084142,3598590,4764622,4764636
3225403,3227772,3220735,3186549,3186637,3187135,3187141,3187147,3187153
3225408,3186547,3220711,3222425,3626762,3187143,3187137,50057789,4764999
3225410,3378972,3222423,3186629,3227738,3626732,3186907,4761311,50094918
3225413,3186559,3186653,3225315,3626762,3187143,3187137,50057789,4764999
3225415,3222427,3186557,3186645,3227738,3626732,3186907,4761311,50094918
3225422,3626606,3626648,3225348,3626762,3187143,3187137,50057789,4764999
3225425,3222437,3225044,50209887,50064635,3227738,3186907,4761311,50094918
3225428,3222421,3186429,3186431,3187159,3187161,3187167,3187169,3227738
3225430,3222421,3186429,3186431,3187159,3187161,3187167,3187169,3227738
